"A1_vali_lat","A1_vali_long","A1_vali_floor"
4864929.76388963,-7672.97431874622,2
4864930.17065551,-7673.06211174623,2
4864930.17065551,-7672.87589729346,2
4864930.60294969,-7673.00206386841,2
4864930.09505154,-7672.54175343258,2
4864930.27286716,-7672.54114307451,2
4864928.3291459,-7672.79737123837,2
4864928.72123898,-7673.23008500255,2
4864928.15651915,-7673.40740457,2
4864928.15651915,-7673.40740457,2
4864928.33963531,-7673.47301815574,2
4864928.45134788,-7676.20088571889,2
4864928.6758144,-7675.82329263432,2
4864928.69565926,-7676.43128821372,2
4864928.36047089,-7676.40233653312,2
4864929.55704789,-7674.48111489202,2
4864930.32653504,-7682.58052857033,2
4864930.10205241,-7682.97861138224,2
4864930.3304734,-7681.43573603519,2
4864930.47463984,-7681.18856461774,2
4864930.603726,-7681.04293257767,2
4864930.704434,-7680.61229979158,2
4864930.603726,-7681.32138234791,2
4864930.00302331,-7681.77662073135,2
4864930.42311725,-7681.29081584792,2
4864929.44391374,-7677.97010968933,2
4864929.2279961,-7678.11334463383,2
4864930.03640166,-7678.34024226998,2
4864929.17780096,-7679.9010165924,2
4864927.8938154,-7678.56520885024,2
4864927.50190614,-7678.15346925733,2
4864926.54374327,-7678.26088640643,2
4864926.04823874,-7676.48700179277,2
4864926.05309908,-7676.38521751994,2
4864925.64731522,-7676.67213606008,2
4864929.3547247,-7675.78804182332,2
4864928.6587511,-7676.45273452448,2
4864928.16960421,-7677.17578214665,2
4864929.55698655,-7676.10770808582,2
4864930.50648648,-7675.57567838683,2
4864931.62117728,-7680.85533770673,2
4864932.37641102,-7679.63740524083,2
4864931.85788152,-7679.73324964721,2
4864931.729866,-7680.01102708212,2
4864932.00797294,-7680.38801664578,2
4864932.01806822,-7679.17835285143,2
4864931.82776428,-7679.05360747653,2
4864931.84247276,-7680.07459816961,2
4864931.84924312,-7680.06029409752,2
4864931.7785615,-7680.25190057299,2
4864931.75961117,-7680.89421488124,2
4864931.91901013,-7681.42161257187,2
4864931.66620618,-7680.66187541652,2
4864931.12276341,-7681.21807824209,2
4864931.70393105,-7680.48290550216,2
4864923.06358568,-7664.71805111642,2
4864932.04253281,-7679.21166600842,2
4864922.81116163,-7662.74157007812,2
4864932.78215459,-7679.37378284817,2
4864932.53090042,-7678.96121127583,2
4864932.34259179,-7678.53262672633,2
4864932.35479481,-7678.95135814805,2
4864932.33451114,-7678.73194855662,2
4864932.48305199,-7677.75790454954,2
4864932.16715625,-7679.1329277697,2
4864933.57554085,-7676.73657594809,2
4864934.16573776,-7668.41372923214,2
4864933.58321564,-7669.02363745239,2
4864933.6803409,-7669.522217279,2
4864933.83725766,-7668.03618247638,2
4864932.71173203,-7668.09614997952,2
4864933.19959838,-7669.60454375974,2
4864930.15919992,-7664.62492349122,2
4864930.17993144,-7665.15648678447,2
4864930.71243672,-7663.63723039875,2
4864926.88816778,-7659.80255582577,2
4864927.38893669,-7661.87911766972,2
4864927.11068423,-7661.44499584743,2
4864927.31453767,-7661.72348137851,2
4864929.1445017,-7661.62594904554,2
4864931.93814301,-7661.29331782469,2
4864931.83579233,-7663.69523803916,2
4864931.74537491,-7666.74762984182,2
4864932.64162328,-7667.19024701824,2
4864932.46347482,-7667.67590293904,2
4864936.01803791,-7658.84656859153,2
4864937.39708688,-7662.28881593293,2
4864938.03764598,-7663.8974791072,2
4864934.63251082,-7656.13516025028,2
4864934.51574765,-7660.81167340086,2
4864935.48534006,-7660.65314577699,2
4864935.49720737,-7656.72088298951,2
4864935.86580329,-7661.31987617878,2
4864935.40355817,-7659.17473903182,2
4864935.69677082,-7662.69538235521,2
4864932.22136404,-7661.59487800234,2
4864933.55900818,-7657.65307594152,2
4864930.87628846,-7654.63949242446,2
4864931.47735227,-7655.12725047409,2
4864930.88237066,-7652.43509359816,2
4864932.22580269,-7649.68191780959,2
4864929.58247779,-7652.87623018425,2
4864930.97472285,-7654.11768551733,2
4864931.28701869,-7654.86880558391,2
4864930.01587856,-7654.54625472642,2
4864929.99863861,-7654.84359257013,2
4864930.31271883,-7654.46300823941,2
4864929.67672842,-7654.07761453006,2
4864928.90740177,-7653.75751173293,2
4864929.23916821,-7653.6928962267,2
4864929.1244251,-7654.03887001492,2
4864930.02508055,-7652.21469058828,2
4864931.30436121,-7653.12935986836,2
4864931.69639696,-7653.70295792386,2
4864931.43472871,-7653.88555088227,2
4864933.28808415,-7654.74165885967,2
4864935.55667708,-7658.16605073945,2
4864935.50568118,-7654.48107648995,2
4864935.45252596,-7651.78055519816,2
4864935.0419462,-7654.60376034551,2
4864935.09705171,-7654.1848614866,2
4864934.84822407,-7654.19135948659,2
4864934.83957156,-7654.59923067237,2
4864934.83957156,-7655.10919371732,2
4864934.89359315,-7654.81556415772,2
4864936.84125675,-7657.49095339738,2
4864945.96265175,-7636.95814551246,2
4864944.75614896,-7640.01108740698,2
4864944.93548267,-7640.01108740698,2
4864945.23360729,-7639.87345462667,2
4864944.93548267,-7640.01108740698,2
4864944.97034101,-7640.01108740698,2
4864944.98014469,-7640.12153140699,2
4864945.20996499,-7639.97465222602,2
4864945.32194848,-7640.00953722601,2
4864945.32194848,-7640.00953722601,2
4864940.50859623,-7613.63563096498,4
4864944.94648865,-7638.04331943814,2
4864947.32445807,-7644.65140743363,2
4864947.32445807,-7644.65140743363,2
4864947.32325891,-7644.57661465786,2
4864947.2596103,-7644.0633695848,2
4864951.20104479,-7643.36295986997,2
4864951.19490096,-7643.53546441481,2
4864951.23234696,-7643.53546441481,2
4864951.17458899,-7642.99627011987,2
4864951.20383065,-7643.09465466471,2
4864951.18410682,-7643.01045276988,2
4864959.73117612,-7643.21307442362,2
4864965.29708791,-7640.71813470007,2
4864965.78358073,-7639.92520723035,2
4864965.59814165,-7639.71366309357,2
4864966.00700853,-7639.92520723035,2
4864971.96475364,-7636.01668319264,2
4864959.75645572,-7642.82420959936,2
4864966.85286631,-7637.46110052696,2
4864966.91053181,-7637.46110052696,2
4864966.94395638,-7637.35821973215,2
4864967.07006097,-7637.46110052696,2
4864961.37826687,-7640.79623216593,2
4864959.86951916,-7640.11847741119,2
4864960.29250025,-7641.4494584569,2
4864960.29250025,-7641.56593147602,2
4864960.29250025,-7641.56593147602,2
4864960.51260581,-7641.49385401199,2
4864960.11805139,-7641.96173332613,2
4864946.10073237,-7643.29926111104,2
4864944.09194578,-7629.66637804847,2
4864943.2153604,-7630.30229985938,2
4864943.56775787,-7629.98124926276,2
4864943.37090981,-7630.06735835718,2
4864943.37090981,-7630.06735835718,2
4864934.97222979,-7631.18522729786,2
4864934.97222979,-7631.18522729786,2
4864934.73791578,-7631.20472229788,2
4864935.07391359,-7631.18522729786,2
4864940.34759899,-7624.67945214931,4
4864940.25263172,-7624.67945214931,4
4864940.02996957,-7625.5299923085,4
4864937.91835986,-7626.38104010733,4
4864938.45624063,-7626.1189710658,4
4864938.6093895,-7626.1189710658,4
4864938.45624063,-7626.1189710658,4
4864935.24223028,-7631.31682511022,2
4864935.77688978,-7631.38860456659,2
4864935.68049428,-7631.31682511022,2
4864949.61467733,-7644.25371207262,2
4864949.55587369,-7644.38470919567,2
4864949.87270769,-7644.28778390785,2
4864949.8029252,-7644.46113455787,2
4864949.4310672,-7644.58672284569,2
4864949.6674992,-7644.58672284569,2
4864949.4310672,-7644.58672284569,2
4864949.4328352,-7644.42616359568,2
4864949.4217932,-7644.42616359568,2
4864950.11504122,-7644.27167843756,2
4864951.53794506,-7637.13336098499,3
4864951.58179362,-7637.1567007656,2
4864951.68576444,-7637.01811774649,2
4864951.64191587,-7637.07786046588,3
4864952.7401346,-7636.91910590776,2
4864952.65079379,-7636.99987670257,2
4864952.52089795,-7636.74282912713,3
4864952.77864547,-7636.84693970255,2
4864952.6770732,-7637.02586061195,3
4864976.13437275,-7634.81421032834,2
4864976.07854453,-7634.81421032834,2
4864977.444482,-7634.11838804057,2
4864977.22045456,-7634.66478433992,2
4864978.57129846,-7634.9198250076,2
4864981.7222896,-7634.45556968084,2
4864981.5013486,-7634.57458111494,2
4864981.50030963,-7634.61066184212,2
4864981.61837497,-7634.49836413716,2
4864971.59568212,-7636.12671217434,2
4864983.99153919,-7634.74865386579,2
4864971.59904645,-7635.55684639478,2
4864980.15384488,-7634.83731590991,2
4864980.33908511,-7634.83336399332,2
4864980.13540231,-7634.50015789449,2
4864980.22785198,-7635.44714516218,2
4864981.33511787,-7634.84788110604,2
4864981.34570581,-7634.8752331504,2
4864981.39846306,-7634.64522257712,2
4864981.1309643,-7633.78383563957,2
4864981.77367297,-7633.98841282566,2
4864983.4413138,-7633.12353180442,2
4864983.41736904,-7633.12588360457,2
4864983.29774698,-7633.27082512038,2
4864983.29774698,-7633.21480812032,2
4864981.30387397,-7633.90404543596,2
4864983.98737996,-7630.21922005272,2
4864972.75047828,-7629.0693404042,2
4864972.21656755,-7628.52158786048,2
4864973.10739844,-7628.64770699571,2
4864972.89916199,-7628.68183382137,2
4864975.85140755,-7627.79861060012,2
4864975.13166581,-7633.3740661381,2
4864988.00471428,-7629.63907585097,2
4864975.73288021,-7627.76523224988,2
4864987.98093111,-7629.13981489474,2
4864990.67476005,-7630.1087592044,2
4864990.3082905,-7629.93596520948,2
4864975.4698341,-7627.92352116977,2
4864987.65588103,-7629.06242751212,2
4864990.3209946,-7631.78716059222,2
4864990.32617272,-7633.81540817771,2
4864992.55166045,-7634.15352716275,2
4864991.67142236,-7631.1085936154,2
4864991.45601932,-7631.24867244188,2
4864991.72104808,-7631.16572144875,2
4864991.29832409,-7631.11124191219,2
4864991.2834109,-7631.19568651217,2
4864991.72104808,-7631.68285242228,2
4864990.9274181,-7633.09495645047,2
4864986.30735837,-7633.71060954137,2
4864992.8615398,-7629.89485959148,2
4864992.75010603,-7629.8825378916,2
4864992.74719266,-7629.04602701299,2
4864993.39536756,-7626.98571528147,2
4864994.56496758,-7626.78921701932,2
4864994.18338284,-7625.91455609772,2
4864994.01629226,-7626.27989865286,2
4864993.83031688,-7626.61630563561,2
4864996.41158622,-7633.69415288634,2
4864994.24230308,-7625.56680611898,2
4864993.36079516,-7624.27770177183,2
4864993.52213908,-7623.18368595131,2
4864993.49543588,-7623.436079838,2
4864993.50092995,-7623.65371160476,2
4864993.70369271,-7622.74954412134,2
4864994.4432129,-7623.63435003791,2
4864994.4432129,-7623.63435003791,2
4864993.65260246,-7624.17293221155,2
4864993.67610438,-7622.74954412134,2
4864993.85138262,-7626.65337394736,2
4864993.4117056,-7626.09456109267,2
4864992.19017749,-7627.01322579215,2
4864991.62407497,-7626.85676009898,2
4864991.72477397,-7627.09951811549,2
4864992.66075569,-7626.68382283385,2
4864996.40857054,-7624.3174612246,2
4864995.13510546,-7624.20397472966,2
4864995.42069399,-7624.46892637086,2
4864992.8317735,-7625.79595858064,2
4864996.19005047,-7624.50367623528,2
4864995.80348731,-7624.97108302218,2
4864997.25324991,-7624.44773768158,2
4864997.65888595,-7625.34892525655,2
4864997.65257358,-7625.27750091974,2
4864996.79188417,-7627.86174486075,2
4864996.81000853,-7627.56726720661,2
4864996.88907064,-7627.47823712751,2
4864996.76229386,-7626.9770130937,2
4864996.46305864,-7626.61714274974,2
4864997.28763203,-7627.06789117255,2
4864997.53665735,-7626.13455461644,2
4864997.49862755,-7626.14161170134,2
4864996.76808322,-7622.80420916636,2
4864996.76808322,-7623.53369415519,2
4864997.16664065,-7624.10837508392,2
4864997.65649437,-7626.00942456513,2
4864997.52800628,-7625.84669738212,2
4864997.49082507,-7625.84669738212,2
4864997.30492461,-7626.75758275237,2
4864996.89299603,-7625.48918543349,2
4864992.73535726,-7623.21892697011,2
4864994.01763766,-7625.51292704296,2
4864991.29198686,-7617.1715787977,2
4864991.29198686,-7617.13043160467,2
4864990.12259278,-7618.75830504763,2
4864990.03463778,-7617.4283537214,2
4864989.99409078,-7617.56716847505,2
4864989.81732168,-7618.03333351877,2
4864992.64180075,-7621.40140114705,2
4864990.2915397,-7619.94166471102,2
4864989.72136937,-7617.71971184847,2
4864989.91805832,-7617.71971184847,2
4864989.72672954,-7617.56969855335,2
4864990.05056763,-7619.80992220256,2
4864989.81847364,-7618.86068569885,2
4864989.81847364,-7618.86068569885,2
4864990.71758078,-7618.93361001552,2
4864991.08672813,-7621.08448639958,2
4864991.28021803,-7621.08448639958,2
4864992.68304852,-7620.27581193385,2
4864992.66890736,-7622.8963998509,2
4864992.83515812,-7622.75396087896,2
4864993.02328349,-7622.78232799627,2
4864993.14547268,-7623.32647465641,2
4864992.81382313,-7621.64914964946,2
4864992.8788057,-7620.72417361476,2
4864992.83515812,-7622.93681714212,2
4864992.8788057,-7621.10918135153,2
4864992.88501434,-7619.91607764607,2
4864990.49818487,-7611.58225767186,2
4864990.71185564,-7611.64075511222,2
4864991.08684003,-7611.63478005371,2
4864991.01886503,-7611.72973684089,2
4864991.08684003,-7611.84181979063,2
4864991.01886503,-7610.82097284626,2
4864991.08684003,-7610.53415215963,2
4864991.08684003,-7610.53415215963,2
4864990.866384,-7611.00032295262,2
4864991.21805249,-7611.14332554218,2
4864988.23097242,-7606.97936935415,2
4864981.90479298,-7595.43769698924,2
4864982.55698473,-7596.09466399595,2
4864982.28836829,-7595.11238313963,2
4864982.28675264,-7595.53633424936,2
4864982.39520224,-7595.57195475372,2
4864981.92097698,-7595.31289288757,2
4864981.81252737,-7595.27727238321,2
4864982.05592618,-7595.2749990037,2
4864982.05592618,-7595.2749990037,2
4864982.00736708,-7596.08875210189,2
4864982.00736708,-7596.08875210189,2
4864981.87500605,-7595.89157214278,2
4864987.86705957,-7608.9618323268,2
4864987.86705957,-7608.54426453013,2
4864986.3032766,-7613.69643528258,2
4864986.3032766,-7613.69643528258,2
4864989.97646122,-7613.64591136899,2
4864989.97646122,-7613.61534216568,2
4864989.97646122,-7613.64591136899,2
4864990.21187777,-7613.62134380342,2
4864990.22598494,-7614.17078192953,2
4864990.22598494,-7614.41196176899,2
4864990.22598494,-7614.55392145994,2
4864990.14274669,-7614.62557067263,2
4864990.14274669,-7614.70013641847,2
4864990.14274669,-7614.56218444718,2
4864990.21442083,-7614.46453002817,2
4864990.01225009,-7614.80014829869,2
4864990.01225009,-7614.80014829869,2
4864912.9393702,-7641.77794098603,2
4864904.09764074,-7636.43969645411,2
4864929.62871644,-7659.63841780072,3
4864928.0805151,-7683.13279465529,2
4864927.3556202,-7651.42700413599,2
4864929.40744374,-7652.91771324319,2
4864932.12577012,-7656.32250816028,2
4864930.69913001,-7652.43369956879,2
4864943.75788694,-7653.58096611391,2
4864934.20426372,-7661.18388945282,2
4864932.67575207,-7658.08950551764,2
4864930.24518579,-7655.53878771107,2
4864931.82185933,-7656.81355801255,1
4864930.57760465,-7656.69729553179,2
4864931.37106623,-7677.80390893411,2
4864928.56296525,-7671.13215954864,2
4864929.5098146,-7670.9874313276,2
4864924.61673205,-7681.66011005976,2
4864935.38893039,-7655.76112709837,2
4864942.48540091,-7650.78411265417,2
4864912.51595184,-7641.69050282429,2
4864910.99001709,-7637.98394634981,2
4864950.44770548,-7641.72359487043,2
4864965.17017899,-7625.11453411373,3
4864945.59838528,-7638.72689553985,2
4864943.91186956,-7623.84172749965,4
4864949.92272788,-7638.00585272754,3
4864943.24350417,-7626.42456187272,4
4864951.77736524,-7636.17408736675,3
4864956.67826461,-7637.18151940016,3
4864959.11266785,-7617.42376806164,2
4864960.72664959,-7616.45636655178,2
4864963.50014605,-7634.75131280769,3
4864966.06901032,-7632.28622679336,2
4864945.02585401,-7629.06929931161,3
4864964.21421306,-7634.29883442165,2
4864945.37605105,-7631.00414152346,2
4864949.26877798,-7636.4447509065,2
4864944.55698352,-7628.60743569686,4
4864979.27762997,-7623.85161384319,2
4864992.29410243,-7633.31081716252,3
4864994.71551138,-7631.36864126434,2
4864981.09972509,-7621.78856395868,2
4864990.91271309,-7624.68776016966,2
4864984.50202711,-7595.59163405939,2
4864989.43766244,-7611.62728986841,2
4864982.91154934,-7596.72277226072,2
4864988.28482458,-7605.2316315671,2
4864980.48368104,-7603.2820398319,2
4864991.04702408,-7629.64007719944,2
4864983.33730098,-7626.45872155926,3
4864983.33065962,-7626.4645980633,2
4864991.47564944,-7627.27200325599,2
4865008.36233301,-7639.32309060609,2
4864998.89586552,-7637.76694673983,2
4864998.09757721,-7637.86336342987,2
4864992.08877373,-7622.76693525309,2
4864992.61872144,-7637.66072625886,3
4865006.52138,-7637.54611166249,2
4864984.4712849,-7614.32915839965,2
4864983.22782015,-7598.8763614603,2
4864985.73214951,-7599.17173895569,2
4864984.41504892,-7600.92470577239,2
4864985.47107963,-7606.91843235405,2
4864983.92625866,-7600.16129214149,2
4864983.99016518,-7604.45903145287,2
4864981.7701079,-7603.24431350312,2
4864984.69166767,-7617.40988511579,2
4864981.0565021,-7629.79956502246,2
4864980.80026539,-7630.68913041979,2
4864981.61618853,-7630.47879834008,2
4864976.77608296,-7628.75229793533,2
4864976.84703706,-7628.42950223646,2
4864982.04528765,-7628.75897384454,2
4864976.62313269,-7631.91180385717,2
4864978.99092801,-7631.29993677616,2
4864990.38210287,-7634.13333205876,2
4864991.95001943,-7635.47933695582,2
4864992.88967523,-7636.15944335782,2
4864992.81301913,-7636.48432408543,2
4864980.9032162,-7632.66085511359,2
4864979.71809691,-7631.90053952489,2
4864981.11937785,-7631.78631859297,2
4864978.34669167,-7633.06006886473,2
4864993.04114407,-7636.48864379638,2
4864976.35838935,-7631.81679680669,2
4864980.49202174,-7630.79837036905,2
4864980.11275566,-7630.59414232764,2
4864992.75873377,-7636.12767697759,2
4864981.0197952,-7630.22765513069,2
4864980.36819085,-7627.78871404047,2
4864979.17803423,-7631.52685357496,2
4864976.12097391,-7632.24706606551,2
4864983.46433386,-7629.51171065135,2
4864979.58952641,-7630.80481059781,2
4864979.50128576,-7620.41312132102,2
4864979.34167347,-7621.56317051483,2
4864986.62019359,-7622.67649771925,2
4864979.13436606,-7621.22733737736,2
4864979.40802584,-7623.70688463566,2
4864979.76778205,-7624.47188565162,2
4864979.78712368,-7623.59925384598,2
4864980.66947149,-7623.69430908477,2
4864981.36807169,-7623.73488817069,2
4864983.80643853,-7629.24655889245,2
4864982.70687949,-7625.3261692735,2
4864980.06218842,-7622.75315800778,2
4864983.77138819,-7631.70386813939,2
4864980.66477202,-7625.75221743129,2
4864982.96841839,-7630.21415692012,2
4864979.76182946,-7624.669624833,2
4864978.94779414,-7621.44525985966,2
4864979.34047946,-7624.27134308575,2
4864981.22660741,-7623.33445241447,2
4864979.22154936,-7620.44152845147,2
4864980.22053449,-7619.49701691497,2
4864981.89448837,-7627.07050258504,2
4864994.22481607,-7630.72072638569,2
4864994.38113313,-7630.70429213942,2
4864993.29281461,-7631.24177671665,2
4864990.07599274,-7631.32387030638,2
4864992.34456811,-7626.26169183656,2
4864979.03328869,-7623.64684179775,2
4864979.36184214,-7623.96059236015,2
4864983.01459748,-7628.8701100194,2
4864982.17972275,-7627.73328567661,2
4864982.98919066,-7629.05835059975,2
4864983.30415102,-7627.81000555343,2
4864980.86309502,-7605.43084598364,2
4864980.78233521,-7604.60533141703,2
4864979.92245585,-7608.59195620715,2
4864983.51587813,-7611.56652591432,2
4864979.7773274,-7609.56430175161,2
4864979.71302187,-7607.21658202872,2
4864982.20777355,-7597.74025268568,2
4864980.15066961,-7598.96106992244,2
4864980.84683554,-7601.89590668382,2
4864981.07972405,-7603.64474795593,2
4864981.48610301,-7604.98965546362,2
4864980.88481663,-7600.293747438,2
4864983.5850449,-7605.00199996842,2
4864980.69684538,-7604.26966499834,2
4864980.75697765,-7604.98248176228,2
4864981.85662434,-7607.11107461049,2
4864981.8371418,-7608.41169556486,2
4864981.21079274,-7604.9534280693,2
4864983.00753692,-7607.94567128972,2
4864980.67568614,-7604.04710022489,2
4864982.47368613,-7608.92363016461,2
4864982.94847782,-7599.09715106832,2
4864985.35184296,-7597.33136306684,2
4864983.02734909,-7607.00466714451,2
4864984.52688658,-7598.44526605111,2
4864984.0576577,-7598.36065842331,2
4864981.43949042,-7599.25185732854,2
4864984.16813037,-7617.43869002684,2
4864949.38900236,-7634.78635575464,3
4864949.65945115,-7637.702166718,3
4864934.38938625,-7654.61616649003,2
4864940.48919902,-7651.10021080929,2
4864935.98850287,-7652.19194230067,2
4864935.92463586,-7653.58081170193,2
4864931.47518783,-7656.56981143912,2
4864931.18462589,-7652.02810014027,2
4864933.06253213,-7652.06495807571,2
4864933.26406521,-7654.24326760304,2
4864931.7351404,-7650.82383304497,2
4864930.11096087,-7646.49771142978,2
4864930.39325006,-7646.42052119904,2
4864930.6712402,-7646.62506791042,2
4864935.27374685,-7655.62648013761,2
4864930.54093721,-7646.64303151043,2
4864928.48567213,-7649.66874162326,2
4864932.65298766,-7647.02175993245,2
4864929.05263311,-7645.06104277528,2
4864930.35724795,-7646.11728310254,2
4864929.73860684,-7650.01715325125,2
4864928.75816392,-7650.13158987781,2
4864933.37613118,-7653.00975386549,2
4864930.28827116,-7654.06780006667,2
4864930.89411417,-7662.78863420609,2
4864933.52444454,-7656.1086470656,2
4864929.77859617,-7656.86928038736,2
4864932.27559772,-7657.62605962862,2
4864933.30263711,-7655.24390510255,2
4864931.12419756,-7654.40456520816,2
4864932.44867076,-7658.19730421792,2
4864932.61648063,-7665.60227939153,2
4864931.65198549,-7661.9089257641,2
4864930.11434835,-7657.48660286562,2
4864931.68734145,-7654.71704201304,2
4864929.35668934,-7652.61601423473,2
4864932.53881451,-7656.01808501283,2
4864930.12600886,-7652.11714087424,2
4864924.38139736,-7648.79033460421,2
4864927.87437552,-7656.78342338635,2
4864927.76295847,-7649.73314185815,2
4864929.85742102,-7652.51577815144,2
4864942.27063508,-7653.59764199491,2
4864931.06431314,-7655.17031281126,2
4864928.46669741,-7651.06194520248,2
4864929.10072311,-7649.79443536789,2
4864930.33228742,-7650.90684693578,2
4864931.7727671,-7655.24361599983,3
4864931.30563759,-7653.2198816424,2
4864932.68356863,-7674.22793193731,2
4864932.33473905,-7670.66448681271,2
4864932.4076273,-7660.82455416449,2
4864932.59377397,-7661.12982401957,2
4864933.03058847,-7674.06207242041,2
4864928.54556591,-7648.77050563627,2
4864931.37649422,-7672.38815337141,2
4864929.60321037,-7665.9406639588,2
4864932.78825346,-7676.44685924378,2
4864931.5262241,-7672.07659584887,2
4864932.5549453,-7673.22649946631,2
4864933.77710318,-7666.79595213418,2
4864930.67410182,-7656.70473977966,2
4864930.77649,-7663.63594780514,2
4864930.55408669,-7668.19453768693,2
4864945.66651605,-7663.29632844893,2
4864932.77197681,-7670.32082547582,2
4864945.10203649,-7666.9743311513,2
4864932.75122794,-7677.00469620023,2
4864931.05983708,-7669.56569145067,2
4864929.90158449,-7670.1386852723,2
4864931.50365104,-7664.41625594911,2
4864933.04513615,-7674.05482585869,2
4864931.74273832,-7672.56518483755,2
4864931.44457803,-7672.56534125106,2
4864932.19302389,-7667.72398236503,2
4864931.99367638,-7666.25107967528,2
4864931.94353742,-7666.05250707795,2
4864931.76717174,-7671.37992876977,2
4864932.02583978,-7666.25107967528,2
4864930.68484922,-7663.61194425091,2
4864932.90042967,-7657.69182905228,2
4864932.27121607,-7670.94475016149,2
4864931.92409364,-7664.57579735521,2
4864931.05604155,-7665.55398198117,2
4864943.72485971,-7667.98669251019,2
4864942.68132744,-7663.08751492518,2
4864942.96333582,-7661.36436441625,2
4864931.60896209,-7662.13071031791,2
4864934.37254172,-7663.39293794879,2
4864931.7623712,-7670.99858362143,2
4864933.88633242,-7662.54822220714,2
4864933.88050053,-7663.14092214653,2
4864933.231599,-7666.55667772359,2
4864932.54568988,-7673.33692344208,2
4864932.58792587,-7664.86833640396,2
4864933.02609045,-7664.45026808784,2
4864933.18093217,-7665.33983249253,2
4864932.7529129,-7665.56826705311,2
4864933.07366376,-7669.73411491373,2
4864943.47983713,-7669.76325177351,2
4864932.60159247,-7665.10659309479,2
4864945.15039221,-7665.9910061995,2
4864924.35507314,-7657.18441164397,2
4864928.46030453,-7674.60644915308,2
4864929.8433272,-7678.85051256202,2
4864929.551853,-7679.84982192604,2
4864930.19041325,-7681.15419062145,2
4864929.71317962,-7676.79068479191,2
4864930.69219228,-7680.59318721749,2
4864932.06151423,-7672.59735248687,2
4864929.57391994,-7677.1256316433,2
4864929.82304754,-7681.31832894468,2
4864930.35462921,-7679.51763267635,2
4864929.87944668,-7675.32339218077,2
4864930.92507686,-7673.66135350725,2
4864931.78057202,-7679.94602068426,2
4864931.81708851,-7678.55560006624,2
4864931.82270792,-7679.14718836121,2
4864931.89474627,-7679.31416296321,2
4864931.85387832,-7679.71031139414,2
4864932.42734602,-7677.65674628019,2
4864932.55096668,-7678.68369390068,2
4864932.57685228,-7678.1553557458,2
4864932.65307958,-7678.57916399289,2
4864930.30404002,-7677.46282140313,2
4864929.57744341,-7675.11332010535,2
4864930.31104919,-7668.64562903159,2
4864931.61318156,-7681.78792844092,2
4864930.19831519,-7674.51263371836,2
4864931.00232207,-7673.82720403928,2
4864930.93336995,-7677.98114597412,2
4864932.36424279,-7680.01043442198,2
4864932.29690395,-7679.86891691268,3
4864931.24993499,-7675.52989240208,2
4864931.74885402,-7679.82726445434,2
4864927.49827486,-7673.34673379637,2
4864927.91490748,-7675.02347582393,2
4864929.74511747,-7677.86637989896,2
4864927.87291755,-7675.7780588443,2
4864928.89515086,-7668.79202914508,2
4864930.23859546,-7665.39788097091,2
4864929.98991712,-7677.83132353615,2
4864929.93984245,-7678.24832790921,2
4864929.03278005,-7679.16810098019,2
4864928.04646783,-7676.09757661351,2
4864943.56831901,-7645.84391448304,2
4864943.62807263,-7646.03871321104,2
4864944.1439677,-7646.69199728094,2
4864944.1751349,-7646.63761728094,2
4864944.1751349,-7646.63761728094,2
4864943.79922293,-7646.88330070608,2
4864948.34157741,-7648.55018273719,2
4864956.84740752,-7642.16644631931,2
4864950.6039961,-7645.12804084926,2
4864953.54598744,-7642.17204082035,2
4864952.10376938,-7645.08029974471,2
4864950.98245001,-7646.92644126112,2
4864953.05968555,-7641.11507431345,2
4864953.66053037,-7639.08635544017,2
4864951.1369402,-7643.2567188359,2
4864955.96447513,-7641.34123173422,2
4864951.9138114,-7643.38134059218,2
4864939.05138209,-7647.0008077009,2
4864934.14741487,-7646.51901257589,2
4864954.81772409,-7644.53028684776,2
4864935.77620652,-7647.24401610155,2
4864934.14741487,-7646.51901257589,2
4864945.90044439,-7651.80233125132,3
4864935.78400897,-7648.31453947781,2
4864935.75566017,-7648.34618207781,2
4864935.93572943,-7648.31113650923,2
4864935.18958667,-7648.2493026904,2
4864935.53730751,-7648.51478762374,2
4864938.1506316,-7656.91003560461,2
4864945.83803306,-7642.06250819634,2
4864940.16370819,-7651.36626080455,2
4864947.65061252,-7645.57277915031,2
4864947.32081336,-7644.11932730126,2
4864945.837672,-7648.961403887,2
4864941.22271367,-7650.03941405801,2
4864939.30109596,-7649.91336537805,1
4864941.4553673,-7647.49894705632,2
4864946.1911484,-7645.50832607398,1
4864944.50770072,-7646.11172333718,2
4864946.66654281,-7645.73543921852,2
4864942.92533437,-7651.34067827282,2
4864937.20943834,-7648.58092102379,2
4864941.63447245,-7647.82343886837,2
4864946.71235748,-7645.37283744157,2
4864952.7409892,-7643.10870010064,2
4864952.49683005,-7642.48764547388,2
4864952.74975316,-7643.24880856398,2
4864947.13597678,-7645.51251527289,2
4864954.52105805,-7643.26344061087,3
4864951.97203843,-7642.40586951399,3
4864945.30255385,-7646.30988058187,3
4864950.60728676,-7647.54556561565,2
4864952.39386077,-7643.2312092914,2
4864951.89890011,-7642.49030323208,3
4864950.47382957,-7643.35872136473,3
4864953.22631036,-7638.71788679335,2
4864966.50581886,-7632.57066488196,2
4864969.67371075,-7629.04382480442,2
4864968.68201098,-7631.07542437095,2
4864965.72398357,-7631.85457787844,2
