"A2_vali_lat","A2_vali_lon","A2_vali_floor"
4864928.59748184,-7680.4217546218,2
4864929.67964457,-7678.32513300496,2
4864929.93096011,-7678.55221199774,2
4864931.31227499,-7682.03610720512,2
4864931.9458848,-7681.73804170397,2
4864931.43177982,-7681.62415470424,2
4864931.40684848,-7681.61018733555,2
4864931.62367152,-7681.66163973134,2
4864932.10995171,-7682.03136793417,2
4864932.02515968,-7681.76576481338,2
4864931.94137558,-7682.48781055549,2
4864931.81948908,-7682.47713667946,2
4864931.53882544,-7682.35364208262,2
4864931.28703916,-7682.09734278148,2
4864931.58457476,-7682.32157224105,2
4864931.76849826,-7682.3063273596,2
4864931.29780634,-7682.35492065146,2
4864931.78175906,-7682.3156716652,2
4864931.34618961,-7679.65381727969,2
4864932.18263093,-7682.0725143,2
4864929.90212881,-7678.85614602512,2
4864932.59857349,-7675.84863127959,2
4864932.43318792,-7681.40261770594,2
4864932.27870684,-7682.24294043363,2
4864932.4205256,-7681.48202790737,2
4864932.06059987,-7682.54257629889,2
4864932.75082017,-7676.0761408026,2
4864932.35934507,-7681.73527241219,2
4864933.18753184,-7675.86209580093,2
4864933.89924533,-7672.86784591535,2
4864933.85463513,-7672.74350534628,2
4864933.64269496,-7672.88740602818,2
4864932.93700418,-7672.00299151146,2
4864931.51969753,-7673.13865961397,2
4864932.03440053,-7674.01180085408,2
4864929.29500972,-7664.22862257061,2
4864929.1501327,-7665.01830349225,2
4864929.46244487,-7665.05166349228,2
4864927.92379906,-7649.34395806297,2
4864928.08936011,-7653.51246021406,2
4864927.6230586,-7650.46118306973,2
4864927.87489475,-7651.29781003097,2
4864929.59619113,-7658.62044151612,2
4864930.92561201,-7668.84151402034,2
4864929.46353261,-7668.09713662638,2
4864931.83825549,-7676.80525424884,2
4864932.49434333,-7676.02805075242,2
4864931.89789411,-7677.78126076267,2
4864939.71370035,-7661.59161596651,2
4864940.79804303,-7662.0258641349,2
4864941.23141998,-7662.00314085188,2
4864937.95879845,-7660.67043591681,2
4864938.18291482,-7662.6834605153,2
4864938.23609605,-7662.39641029433,2
4864936.14739453,-7665.26224111466,2
4864935.81141704,-7665.65817102449,2
4864936.29704808,-7664.40237388407,2
4864936.37633314,-7665.99107498427,2
4864932.29537534,-7670.23045349316,2
4864932.86163811,-7662.53514227571,2
4864932.18962202,-7658.79087090719,2
4864931.50614082,-7661.0625523281,2
4864932.23075325,-7655.40343067445,2
4864933.07394039,-7655.65802083779,2
4864931.02837651,-7655.31475663847,2
4864932.34280276,-7655.49977555954,2
4864932.05740574,-7657.70123282045,2
4864932.55040412,-7655.21531236984,2
4864932.62282162,-7656.0944082759,2
4864931.58807593,-7657.4670736475,2
4864931.57641697,-7657.40631251265,2
4864930.98086646,-7656.56025589187,2
4864931.25049927,-7657.26501037752,2
4864931.44067016,-7657.40612028565,2
4864931.01764855,-7656.74155171356,2
4864932.48986744,-7655.5067116282,2
4864932.88814662,-7657.83058623293,2
4864932.35077688,-7655.32071787436,2
4864932.62864775,-7655.1052558328,2
4864935.08335408,-7660.38959763191,2
4864934.76616163,-7657.70594318271,2
4864935.12700386,-7657.62911789218,2
4864933.37409251,-7656.37304655652,2
4864933.33856955,-7656.80877740215,2
4864933.04239329,-7655.87607307255,2
4864933.00076476,-7655.48020337258,2
4864933.64044902,-7658.33381698359,2
4864933.4870677,-7658.24779851693,2
4864935.62583985,-7658.34148328957,2
4864949.51285047,-7634.02906225388,2
4864946.84477632,-7640.98823140836,2
4864946.86129232,-7641.06690166693,2
4864946.89545582,-7641.01679450044,2
4864946.86129232,-7641.06690166693,2
4864946.73741957,-7641.290303856,2
4864947.02827357,-7641.290303856,2
4864947.02827357,-7641.27999494662,2
4864947.06243707,-7641.12167451148,2
4864947.06243707,-7641.12167451148,2
4864948.7658694,-7642.7834047718,4
4864948.38750467,-7643.30719574067,2
4864947.89844721,-7644.24684028397,2
4864947.89844721,-7644.24684028397,2
4864947.89844721,-7644.30889739049,2
4864947.96440959,-7644.24109898748,2
4864954.10985685,-7639.24943948401,2
4864954.0724396,-7639.28433300124,2
4864954.1065194,-7639.28433300124,2
4864954.91635494,-7637.64561626098,2
4864954.91635494,-7637.67432493776,2
4864955.05246795,-7637.65252084505,2
4864962.0763872,-7635.69962075071,2
4864963.82964941,-7636.57201596859,2
4864965.49870551,-7635.4369119678,2
4864965.38103031,-7635.4469553481,2
4864965.68768576,-7635.45922563839,2
4864968.27664765,-7631.92472012673,2
4864962.0948149,-7635.91695009412,2
4864963.10780253,-7632.29108859166,2
4864963.14033723,-7632.29228018584,2
4864963.20174247,-7632.22768247789,2
4864963.21173847,-7632.25227574095,2
4864960.82929318,-7635.27587209625,2
4864955.33313548,-7635.92620181313,2
4864954.64482451,-7637.27995813693,2
4864954.64482451,-7637.27995813693,2
4864954.63538759,-7637.27995813693,2
4864954.91381642,-7637.29037381421,2
4864954.42775802,-7637.38075695292,2
4864944.00913324,-7644.48912941954,2
4864942.24561645,-7644.54541701155,2
4864940.6631479,-7645.55882537765,2
4864941.65376815,-7644.73799950523,2
4864940.95926382,-7645.16145119434,2
4864940.95926382,-7645.16145119434,2
4864946.4640417,-7642.78894317219,3
4864946.4713779,-7642.78894317219,3
4864946.01383031,-7642.733447248,2
4864946.58196529,-7642.14536153741,3
4864951.07442171,-7636.37260885192,4
4864950.89982151,-7636.31863161867,4
4864952.46371415,-7636.47101961908,4
4864950.73850674,-7638.35480662665,4
4864950.01099882,-7638.80073554496,3
4864950.31323141,-7638.29729224457,3
4864950.01099882,-7638.84562754495,3
4864946.89870712,-7643.9631004042,3
4864946.66830867,-7643.9182084042,3
4864946.89137092,-7643.9631004042,3
4864952.00956419,-7633.73205583867,2
4864951.89035571,-7633.7514231878,2
4864952.05121257,-7633.84019844637,2
4864951.65601975,-7633.12114392692,2
4864951.51781631,-7633.4838662855,2
4864951.51781631,-7633.47482528549,2
4864951.51781631,-7633.4838662855,2
4864951.51781631,-7633.4838662855,2
4864951.51781631,-7633.4838662855,2
4864951.79136261,-7633.42684757203,2
4864953.41368018,-7629.04046413604,2
4864953.46708838,-7629.12361260219,2
4864953.8063758,-7628.9942245662,2
4864953.72096981,-7628.9552325662,2
4864954.11307445,-7629.02693556619,2
4864954.13075595,-7629.0533245662,2
4864954.13135845,-7629.00641250524,2
4864954.00023223,-7629.18099903347,2
4864954.22350873,-7630.0816240339,2
4864973.5956338,-7628.05404020575,2
4864973.15741859,-7628.28000121704,2
4864974.56031519,-7623.81739983015,2
4864973.37832727,-7628.18110868731,2
4864973.74966044,-7626.26000048333,2
4864978.23339866,-7624.89226462484,2
4864978.23234066,-7624.83683622486,2
4864977.93068066,-7624.99498085208,2
4864978.06757766,-7625.17296072484,2
4864973.53632384,-7629.48224523691,2
4864981.43528408,-7623.87275396753,2
4864974.19335925,-7627.33790717233,2
4864978.49805029,-7624.37083250412,2
4864978.47366917,-7624.40786874528,2
4864978.13229962,-7624.04412094579,2
4864979.28526062,-7624.44398448585,2
4864979.26620148,-7622.32379116051,2
4864979.26620148,-7622.34219889963,2
4864979.27944648,-7622.63206542949,2
4864978.93651883,-7622.51844358694,2
4864979.51814706,-7621.79485707858,2
4864979.53468175,-7622.93309092354,2
4864979.49870055,-7622.9346229235,2
4864979.43896635,-7622.84766963052,2
4864979.43896635,-7622.68123179489,2
4864979.04953476,-7621.63165611524,2
4864979.8152257,-7622.82382187447,2
4864974.32903336,-7625.3261261557,2
4864974.73127224,-7625.26541541154,2
4864974.7514984,-7624.96467130613,2
4864974.98926171,-7624.99966844386,2
4864979.59715897,-7620.18321409823,2
4864978.95064828,-7619.13517377088,2
4864984.93131302,-7625.40462659647,2
4864979.09360694,-7619.49769903155,2
4864984.8732876,-7626.36511312077,2
4864984.98094302,-7627.00427425476,2
4864984.58736104,-7627.19631708708,2
4864978.64431901,-7619.9120929804,2
4864984.02447427,-7626.35136743757,2
4864984.12101345,-7627.48123710166,2
4864983.62349004,-7622.61824900402,2
4864984.16936542,-7625.29262056832,2
4864985.42671694,-7627.65852219731,2
4864985.35215711,-7627.81226746399,2
4864985.19822111,-7628.04051218189,2
4864984.87629757,-7627.6838566915,2
4864984.74164673,-7627.6838566915,2
4864985.23249664,-7628.01793978187,2
4864983.81765237,-7623.10659796711,2
4864982.1369397,-7622.0896327977,2
4864991.49405764,-7633.97465690567,2
4864991.47573567,-7633.85643532054,2
4864991.36086045,-7633.77773413379,2
4864992.9760637,-7634.40302908242,2
4864992.83899758,-7634.22888000628,2
4864992.42916316,-7633.20780313463,2
4864992.4593014,-7632.2645641878,2
4864992.24520607,-7632.38128573015,2
4864993.01113109,-7632.48243743093,2
4864992.66078754,-7632.51187816347,2
4864993.48392502,-7631.90289607481,2
4864993.1763261,-7631.33779347283,2
4864993.19671629,-7631.42134897283,2
4864993.05088938,-7631.37354417462,2
4864993.06312389,-7631.40783282973,2
4864993.87994475,-7632.45846963532,2
4864993.87994475,-7632.49509779576,2
4864993.4504921,-7633.656886559,2
4864993.07818223,-7631.37257846532,2
4864993.61920391,-7634.26365800664,2
4864992.53403576,-7633.4711601572,2
4864991.7450017,-7633.70426095487,2
4864991.43016178,-7633.84642970017,2
4864991.4297494,-7633.84290226162,2
4864991.07164235,-7634.0663371739,2
4864995.09100661,-7633.14111084928,2
4864995.13227217,-7632.87773792068,2
4864995.21608497,-7633.23623474482,2
4864991.71505408,-7633.61065117695,2
4864996.05424028,-7633.08491045425,2
4864995.70891616,-7633.29684620146,2
4864994.8411964,-7631.44564447257,2
4864994.77135738,-7632.32985262697,2
4864994.52299958,-7632.25862719373,2
4864994.83857691,-7632.99182689599,2
4864994.71636591,-7632.79691653094,2
4864994.77350944,-7632.84263709555,2
4864994.88148948,-7632.65906080244,2
4864994.85182923,-7632.66256563562,2
4864995.04144989,-7632.6291263706,2
4864996.01698208,-7632.49366286792,2
4864995.99393197,-7632.47273250505,2
4864996.07665909,-7630.84672363303,2
4864996.32194132,-7630.77349813305,2
4864995.9380821,-7631.29006397456,2
4864996.26398211,-7633.12491560086,2
4864996.45824411,-7633.25424624569,2
4864996.4743513,-7633.25424624569,2
4864995.04144989,-7632.6291263706,2
4864996.29248179,-7631.96503334835,2
4864992.29904291,-7632.02572075108,2
4864991.33339144,-7631.4104414482,2
4864987.72210011,-7624.77088659398,2
4864987.75292779,-7624.77088659398,2
4864989.96871249,-7625.88482262959,2
4864989.75840531,-7625.20047111746,2
4864989.71679391,-7625.20047111746,2
4864989.75882391,-7625.20047111746,2
4864992.18422051,-7631.36713528654,2
4864989.68291186,-7626.73736245466,2
4864989.27309771,-7624.84104902975,2
4864989.19536323,-7624.84104902975,2
4864989.71567511,-7625.30995188876,2
4864989.63976306,-7625.85939680195,2
4864989.72860106,-7625.89311299378,2
4864989.72860106,-7625.60772673896,2
4864990.29696544,-7627.73105992052,2
4864990.11491736,-7628.87334162301,2
4864990.50322162,-7628.35970015442,2
4864992.34704312,-7631.01772866053,2
4864990.17173684,-7629.11264121944,2
4864989.95441951,-7627.90630894689,2
4864990.12634424,-7628.89258529248,2
4864990.42255921,-7628.76366491411,2
4864990.22626643,-7628.70091346031,2
4864990.79198831,-7628.53801577798,2
4864989.91250784,-7627.61173278606,2
4864990.53933293,-7628.68192751136,2
4864990.3017224,-7628.5254469794,2
4864989.1321685,-7622.62929693189,2
4864988.96925458,-7616.64262322124,2
4864989.65662727,-7616.71506343032,2
4864989.39569961,-7616.68121885088,2
4864989.25799515,-7616.68121885088,2
4864989.42771689,-7616.50244001591,2
4864989.46764321,-7616.46384438627,2
4864989.38352398,-7616.46384438627,2
4864988.86551719,-7616.3566454524,2
4864989.37228645,-7616.46384438627,2
4864985.73181239,-7592.93155889155,2
4864981.03000419,-7599.07790521603,2
4864981.1656381,-7601.37436620388,2
4864981.21710095,-7600.84104016235,2
4864981.33610083,-7603.45478908814,2
4864981.25846724,-7603.00189166461,2
4864981.29538964,-7602.88002738521,2
4864981.36306007,-7603.20529799037,2
4864981.3024721,-7602.88002738521,2
4864981.25504079,-7602.89941838522,2
4864980.7487551,-7602.86089250338,2
4864980.7487551,-7602.84862602499,2
4864980.41355461,-7600.34989940719,2
4864985.5887617,-7595.78378521273,2
4864985.5887617,-7595.8159651039,2
4864984.16070234,-7599.39086025053,2
4864984.16070234,-7599.39086025053,2
4864989.32215754,-7616.53759186556,2
4864989.32215754,-7616.53759186556,2
4864989.32215754,-7616.53759186556,2
4864989.58518059,-7617.23789837467,2
4864989.28199525,-7622.81056867473,2
4864988.90646735,-7623.26346609826,2
4864988.90646735,-7623.53614861436,2
4864988.76521169,-7623.51799828105,2
4864988.88916769,-7623.16141745849,2
4864989.14073959,-7623.17956779181,2
4864988.95261653,-7623.98560113084,2
4864988.41975298,-7623.96745079752,2
4864988.41975298,-7623.96745079752,2
4864910.14070371,-7640.68773094284,2
4864905.19460012,-7638.15536580886,2
4864930.91257719,-7660.57725649115,3
4864928.12801663,-7670.98407456602,2
4864928.26742329,-7652.04243990609,2
4864927.43785743,-7649.53472426328,2
4864931.03628595,-7662.8036700693,2
4864931.31061081,-7653.34521118193,2
4864940.55212989,-7653.98136979283,2
4864934.17890079,-7666.56753794429,2
4864932.56806782,-7663.84623140893,2
4864929.25785728,-7656.23527750885,2
4864931.86628237,-7659.5075457535,1
4864929.28312315,-7658.99152537908,2
4864931.8737389,-7680.05137058998,2
4864928.87933699,-7681.7503032649,2
4864929.32389818,-7680.40082227532,2
4864927.1959645,-7669.37975395106,2
4864935.09041105,-7656.52739683652,2
4864940.36592108,-7651.12703909029,2
4864913.1582775,-7638.82908487098,2
4864914.10808048,-7644.50268000638,2
4864952.25526879,-7633.00161912107,2
4864959.31131801,-7635.08767239083,2
4864949.45381211,-7633.9135778327,2
4864949.17168831,-7640.05665248283,4
4864951.75240442,-7637.94162946073,3
4864949.42695054,-7635.86536546862,4
4864952.9418229,-7635.47351458053,3
4864955.56260916,-7635.52395167123,3
4864964.23002286,-7632.3706006061,2
4864963.67816376,-7628.49757148794,2
4864962.04202024,-7634.41335321818,3
4864963.95607689,-7632.86527879095,2
4864950.63275197,-7636.58173321041,2
4864962.66689077,-7633.92497056127,1
4864950.36158032,-7636.67754474145,2
4864950.57886647,-7637.2419689128,3
4864950.26001526,-7637.54949840144,2
4864980.03957104,-7620.12005211848,2
4864983.21389276,-7620.80154469194,2
4864989.84032877,-7629.41312614028,2
4864981.71749884,-7616.54305179698,2
4864990.77599343,-7631.42861382377,2
4864984.18475613,-7595.1435223285,2
4864987.91525323,-7625.14050268147,2
4864983.64533572,-7596.04323403967,2
4864986.17949404,-7601.18601189189,2
4864983.04598186,-7596.13375845816,2
4864987.85479588,-7629.99445607589,2
4864985.19192393,-7630.0769323191,3
4864982.94513203,-7624.10612896987,2
4864989.89119862,-7631.30400791118,2
4865007.7616303,-7640.68360313794,2
4864996.9571125,-7636.38777421204,2
4864996.51257828,-7636.00076312725,2
4864993.51597835,-7633.5968637204,2
4864993.36083972,-7634.8831283547,2
4865005.05994172,-7636.34238611999,2
4864990.11208304,-7613.18483220285,2
4864983.92192066,-7596.53082188888,2
4864983.40021896,-7596.23704179078,2
4864983.60430814,-7596.96036762902,2
4864984.08626414,-7600.94705886333,2
4864984.22742094,-7595.96229713215,2
4864984.68599249,-7599.29297954494,2
4864981.52236626,-7602.14369287455,2
4864991.35248874,-7613.03794004121,2
4864980.18266232,-7620.36982706969,2
4864979.19722737,-7621.36343341014,2
4864981.71198805,-7621.77162671055,2
4864976.27859203,-7623.00297656598,2
4864976.6989135,-7621.05352477661,2
4864983.11855044,-7625.58696912227,2
4864976.63111148,-7624.8159215803,2
4864978.75360443,-7620.24245042235,2
4864980.49717417,-7619.74489032767,2
4864984.07864401,-7624.0534818929,2
4864985.77449001,-7621.27203835897,2
4864985.75372756,-7622.09784766482,2
4864983.13545929,-7627.56874991265,2
4864979.45011048,-7621.28508215792,2
4864982.57423445,-7627.0102484512,2
4864979.478684,-7622.58302090184,2
4864986.01905745,-7622.39205725637,2
4864976.36952083,-7624.46328600497,2
4864981.68278021,-7626.69259375098,2
4864982.45150984,-7620.91357097738,2
4864985.92632344,-7621.68225828431,2
4864983.61696887,-7628.12616092058,2
4864984.28012963,-7627.73636544455,2
4864980.66919504,-7618.96117120215,2
4864976.89748085,-7622.81957004301,2
4864983.74552702,-7626.27919978493,2
4864979.09488939,-7622.22575747633,2
4864979.35604354,-7612.67070439517,2
4864979.44836534,-7613.79526599827,2
4864985.22250203,-7621.11547830168,2
4864979.15851725,-7612.18594210579,2
4864980.10613899,-7614.59218336046,2
4864980.02447591,-7612.20065498963,2
4864980.31890581,-7614.51571722155,2
4864980.88392401,-7614.07510367263,2
4864981.77386578,-7616.39067484359,2
4864985.06045521,-7627.24073526285,2
4864984.25345827,-7625.85254539211,2
4864980.11479248,-7617.64259307393,2
4864986.50498325,-7628.59724606028,2
4864981.18935014,-7618.42568051005,2
4864983.42200989,-7627.66633642013,2
4864979.80984455,-7617.61177490886,2
4864981.17529344,-7616.99504035123,2
4864980.69353909,-7615.47005755072,2
4864981.99096306,-7621.02779784874,2
4864979.70778963,-7617.06850068476,2
4864980.81771692,-7614.11364144343,2
4864983.17546844,-7626.98283549647,2
4864991.11815425,-7633.74985815128,2
4864991.22014927,-7633.79527654812,2
4864986.64630441,-7626.05698284456,2
4864984.59444036,-7625.22611045148,2
4864990.49274879,-7632.77697436246,2
4864980.14364366,-7618.15233988159,2
4864980.59829164,-7617.02369022822,2
4864983.15831033,-7625.38171546529,2
4864981.73953016,-7622.49964232296,2
4864983.77012367,-7626.69800928304,2
4864985.18448271,-7625.92718071149,2
4864980.48424898,-7603.36031233447,2
4864980.93784336,-7600.69841721379,2
4864979.27930078,-7605.00878880407,2
4864982.20857027,-7606.68610935611,2
4864980.29214521,-7606.25621122889,2
4864980.01433195,-7606.04345933809,2
4864982.5158335,-7596.17141611831,2
4864979.58703738,-7602.93415689532,2
4864980.67724928,-7602.45542042129,2
4864980.96863349,-7602.33857153873,2
4864981.07237403,-7602.16169425157,2
4864981.04709039,-7600.75103041331,2
4864982.11959935,-7599.91568100514,2
4864981.13074725,-7603.89852452616,2
4864980.98084676,-7602.21417975064,2
4864982.51963264,-7601.64985921051,2
4864982.4738111,-7602.57733912365,2
4864980.93828903,-7602.6856471447,2
4864981.55875198,-7602.0809235453,2
4864980.90301933,-7601.80581328978,2
4864982.36795141,-7602.737534168,2
4864983.01746689,-7598.5629047127,2
4864984.78298866,-7596.74800776709,2
4864983.27256975,-7602.61968964612,2
4864983.11437196,-7595.105165323,2
4864982.00935674,-7598.06711867703,2
4864983.33720419,-7597.67750975096,2
4864990.7611155,-7613.18419512467,2
4864951.65161147,-7637.93092426827,3
4864952.07004677,-7638.21509735483,3
4864934.17593647,-7663.03129857819,2
4864940.87421244,-7653.54739083996,2
4864935.58941066,-7656.2098211394,2
4864935.55633033,-7656.70974990812,2
4864932.36377832,-7662.12309423248,2
4864931.72148968,-7655.17962891519,2
4864933.44100068,-7656.42139926555,2
4864933.71311983,-7657.61376192034,2
4864932.33517035,-7651.57683243406,2
4864929.09527911,-7650.24748923051,2
4864929.48757922,-7648.86419516281,2
4864929.62601394,-7649.26003740225,2
4864938.08995014,-7660.1035405622,2
4864929.5785463,-7649.60478364312,2
4864929.93627794,-7653.86337020202,2
4864931.22757726,-7649.30150807219,3
4864928.50877719,-7650.72266577506,2
4864928.9159813,-7650.23345099102,2
4864931.43438348,-7656.08065618381,2
4864928.0964219,-7649.08173762273,2
4864933.90632342,-7658.56164021247,2
4864928.78250699,-7656.40164680685,2
4864930.59133757,-7669.30397120145,2
4864934.7303959,-7664.43072291299,2
4864929.01461799,-7666.95936583274,2
4864932.64769755,-7660.42866303578,2
4864934.20160376,-7665.0652903642,2
4864931.37979115,-7661.38083497799,2
4864932.14210346,-7660.39026975869,2
4864932.82298268,-7667.74951750416,2
4864931.26069746,-7669.69311760031,2
4864929.66532482,-7664.97291973632,2
4864931.5740032,-7659.73708645295,2
4864928.90839289,-7657.67017423946,2
4864932.74327501,-7660.77783391804,2
4864928.13604036,-7649.80025235039,2
4864923.6982599,-7647.73451389888,2
4864928.47177106,-7661.91997630438,2
4864928.29440705,-7654.71987076903,2
4864929.54629139,-7654.63814079209,2
4864937.73279178,-7660.7216382204,2
4864931.68345235,-7658.88563461564,2
4864927.34093687,-7647.34909786062,2
4864928.97802975,-7651.20980415093,2
4864929.49932672,-7651.58900710508,2
4864931.21277283,-7659.32013507092,3
4864931.1762746,-7658.18321568493,2
4864932.8945301,-7673.87975897937,2
4864932.75904518,-7674.4259110851,2
4864931.04562114,-7666.55244985592,2
4864931.16033089,-7661.94708187945,2
4864933.33787308,-7673.65378025613,2
4864926.59220105,-7647.02023083291,2
4864932.36862201,-7678.43470067626,2
4864930.39286577,-7671.02317553063,2
4864932.73730562,-7675.28109665453,2
4864930.80345567,-7674.36619090229,2
4864931.64863964,-7679.27640741669,2
4864932.65214332,-7670.2130756817,2
4864929.33977761,-7657.86695718076,2
4864930.8018029,-7668.42363252198,2
4864930.73848888,-7676.48978277831,2
4864939.56457509,-7662.70781362354,2
4864933.34424069,-7670.92233724024,2
4864939.40465812,-7666.12481550412,2
4864932.77818873,-7675.73774093506,2
4864930.9269212,-7676.78750069426,2
4864928.85401203,-7669.93013160566,2
4864930.6535414,-7671.53050993888,2
4864933.41080498,-7673.78556398562,2
4864932.32725765,-7678.96932038495,2
4864932.12298355,-7678.88518140157,2
4864931.03666768,-7674.94663292538,2
4864931.12579139,-7671.89257975456,2
4864932.9277906,-7666.23161083194,2
4864932.1335598,-7678.75338424983,2
4864931.13067359,-7671.97159346587,2
4864930.51771978,-7665.62226566071,2
4864933.15116403,-7664.6018995557,2
4864930.90471532,-7675.8893783359,2
4864931.57032485,-7671.09821336534,2
4864932.51940452,-7671.91070213899,2
4864940.27141373,-7665.45534890685,2
4864938.3492651,-7662.79519925335,2
4864938.32247376,-7662.91804637371,2
4864931.58100579,-7661.39677332654,2
4864934.2671842,-7669.46176580119,2
4864931.95896967,-7676.75096798898,2
4864932.5631558,-7664.66906290067,2
4864932.06358037,-7666.30941061127,2
4864933.049448,-7670.37535655718,2
4864932.66853376,-7674.6377390442,2
4864931.97317709,-7666.55877412106,2
4864932.22225362,-7665.49993480763,2
4864932.56157144,-7665.64560922284,2
4864932.31204272,-7666.52836602589,2
4864934.03129146,-7673.10043422391,2
4864937.93865028,-7666.18979556899,2
4864932.4533493,-7665.49869610411,2
4864937.61851111,-7663.11532840894,2
4864928.28667643,-7679.00203896973,2
4864928.85788164,-7683.12568480533,2
4864929.78804769,-7678.80105252415,2
4864930.15215815,-7681.15155895291,2
4864930.49510299,-7682.97368508395,2
4864931.0610892,-7679.77979269018,2
4864930.63016974,-7682.79853634112,2
4864930.49408386,-7675.122398727,2
4864930.02002461,-7680.00737221569,2
4864929.87447237,-7683.83089059432,2
4864930.62351689,-7682.27602169748,2
4864930.51933547,-7681.15993795701,2
4864931.83621874,-7677.4856417741,2
4864931.59997927,-7682.38474905336,2
4864929.99957594,-7679.62356524694,2
4864931.78080896,-7682.2243061029,2
4864931.96590554,-7682.65159865,2
4864931.63032721,-7682.23586930526,2
4864932.49657715,-7680.45289175584,2
4864932.66969729,-7676.57549885792,2
4864932.71990838,-7676.38652169686,2
4864932.55049186,-7678.34927251748,2
4864930.51719717,-7679.01601111309,2
4864929.75729223,-7680.44798112223,2
4864930.02734343,-7674.32395039939,2
4864931.52721345,-7682.06296580864,2
4864930.40289866,-7678.15059596224,2
4864930.86792093,-7678.554635143,2
4864931.32178054,-7681.02131418343,2
4864931.65201005,-7681.85473746489,2
4864932.21558271,-7682.11943206341,3
4864931.44147665,-7680.7718009871,2
4864931.2384936,-7681.48227535711,2
4864926.77192429,-7663.16234738203,2
4864927.73645722,-7663.1890430309,2
4864928.86576542,-7684.58198484346,2
4864927.95604799,-7664.73718378819,2
4864928.63607137,-7677.46626550203,2
4864928.95202811,-7672.1585778173,2
4864928.10682374,-7674.93857951325,2
4864928.05314814,-7673.10385399812,2
4864929.84331902,-7681.8803251872,2
4864927.60962496,-7668.26635716862,2
4864941.66459256,-7647.1856072546,2
4864942.18305338,-7647.3576350046,2
4864942.20961154,-7647.31738316007,2
4864942.39730777,-7647.39639451447,2
4864942.39521842,-7647.39639451447,2
4864941.62322611,-7647.92225504788,2
4864947.62622306,-7648.95160210688,2
4864953.71889654,-7635.29449390566,2
4864949.95937677,-7640.33125146001,2
4864953.12201059,-7636.25074062822,2
4864951.82193217,-7641.62087307998,2
4864950.27157358,-7640.29498137698,2
4864954.30367149,-7635.9619217323,2
4864955.47322937,-7635.31201728254,2
4864951.88595808,-7635.68858474088,2
4864957.47117513,-7634.57942888215,2
4864952.57852028,-7636.55187666985,2
4864938.78346607,-7649.77370490463,2
4864936.1421955,-7649.98626659145,2
4864954.11304548,-7639.41004989519,2
4864936.11850202,-7650.32507818276,2
4864936.1421955,-7649.98626659145,2
4864947.25405924,-7648.27663598945,2
4864935.86066383,-7652.79366488638,2
4864935.86066383,-7652.82961238637,2
4864936.03018036,-7652.78957741509,2
4864935.21483734,-7652.51804089707,2
4864935.76331727,-7653.11333090947,2
4864938.44427534,-7656.44410299975,2
4864945.27186684,-7649.07702699777,2
4864939.50794481,-7652.4776093119,2
4864948.71547019,-7644.33033374433,2
4864947.01512392,-7642.78907482322,2
4864945.43842544,-7648.58704592781,2
4864939.55645739,-7650.62788739826,2
4864937.72315181,-7649.59703272958,2
4864939.68696117,-7651.08674695956,2
4864945.6075149,-7645.51028885727,2
4864945.14796038,-7645.48654983801,2
4864947.15943921,-7642.22580086875,2
4864943.0598388,-7648.66017116078,2
4864937.76756494,-7652.04241204602,2
4864940.03668799,-7648.42514893644,2
4864947.02417131,-7643.94233463198,2
4864951.33132135,-7641.01664914597,2
4864951.11317117,-7640.64504838083,2
4864952.45483001,-7636.18160230232,2
4864946.75399304,-7644.83756025151,2
4864953.99788112,-7637.06869707417,3
4864951.06332727,-7638.67727159466,3
4864945.78181054,-7647.08256151549,3
4864948.73531961,-7649.63170084512,2
4864953.14142579,-7636.86479444194,2
4864951.24593492,-7638.62888445168,3
4864951.48409712,-7636.4219146688,2
4864957.77846464,-7634.89596220121,2
4864968.67619789,-7633.52033779578,2
4864970.84399838,-7631.79947424599,2
4864969.11008462,-7632.75328536645,2
4864965.60969571,-7631.11018146716,2
4864970.25075749,-7632.08777394886,2
4864970.1172679,-7633.00875099064,2
4864969.70739335,-7632.01067879359,2
4864969.5933237,-7632.25367348645,2
4864969.5770539,-7632.48601491199,2
4864969.24466689,-7632.38038107073,2
4864969.7080058,-7632.58791842812,2
4864970.19627504,-7632.24029302826,2
4864969.60194021,-7631.83997431468,3
4864969.35816124,-7632.80387040403,2
4864968.67737693,-7632.67784391911,2
4864968.16648379,-7632.69481162897,2
4864967.51365878,-7633.10955025171,2
4864967.29960121,-7632.73892901918,2
4864964.01975094,-7633.58983471889,2
4864967.5278594,-7631.97054844635,3
4864965.75746212,-7633.99508632471,3
4864959.63915971,-7638.26389991566,3
4864959.19289696,-7635.00512748714,2
4864969.43581277,-7632.27035231408,2
4864978.19749485,-7625.60293576961,2
4864977.60305594,-7624.97423290807,2
4864977.76887694,-7624.68059390808,2
4864978.05989232,-7625.35437887086,2
4864977.83160237,-7624.91019409981,2
4864972.57281501,-7631.46433188716,2
4864977.83160237,-7624.91019409981,2
4864977.71247837,-7624.87562359983,2
4864972.4289674,-7631.46433188716,2
4864972.57017326,-7631.19201301637,2
4864971.16366332,-7631.99828135058,2
4864971.9111097,-7632.35878034712,2
4864972.77059201,-7630.08826756133,2
4864971.85127557,-7630.8093491743,2
4864972.27183255,-7630.78702042833,2
4864971.99014253,-7629.49140293156,2
